,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
1870,CHL,Chile,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.9
1871,EST,Estonia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.0
1872,ISR,Israel,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.5
1873,LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.6
1874,RUS,Russia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,5.9
1875,ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,5.6
1876,OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.2
1877,AUS,Australia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.0
1878,AUT,Austria,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1879,BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1880,CAN,Canada,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.9
1881,CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.9
1882,DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.5
1883,FIN,Finland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.9
1884,FRA,France,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1885,DEU,Germany,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1886,GRC,Greece,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,5.7
1887,HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.0
1888,IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.0
1889,ITA,Italy,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1890,JPN,Japan,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.1
1891,KOR,Korea,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,5.5
1892,LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.3
1893,MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.2
1894,NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.4
1895,NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1896,NOR,Norway,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1897,POL,Poland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.0
1898,PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.0
1899,SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.4
1900,ESP,Spain,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1901,SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1902,CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.4
1903,TUR,Türkiye,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,4.8
1904,GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1905,USA,United States,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.9
1906,BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.4
1907,CHL,Chile,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.1
1908,EST,Estonia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.1
1909,ISR,Israel,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1910,LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.0
1911,RUS,Russia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,5.3
1912,SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.5
1913,ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,4.9
1914,OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.6
1915,AUS,Australia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.9
1916,AUT,Austria,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.5
1917,BEL,Belgium,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.1
1918,CAN,Canada,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.2
1919,CZE,Czech Republic,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.7
1920,DNK,Denmark,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.5
1921,FIN,Finland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.2
1922,FRA,France,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.4
1923,DEU,Germany,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.4
1924,GRC,Greece,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.0
1925,HUN,Hungary,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.9
1926,ISL,Iceland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.3
1927,IRL,Ireland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.5
1928,ITA,Italy,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.5
1929,JPN,Japan,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.2
1930,KOR,Korea,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.8
1931,LUX,Luxembourg,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.2
1932,MEX,Mexico,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,26.8
1933,NLD,Netherlands,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.6
1934,NZL,New Zealand,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.3
1935,NOR,Norway,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.6
1936,POL,Poland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.5
1937,PRT,Portugal,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.7
1938,SVK,Slovak Republic,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.8
1939,ESP,Spain,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.7
1940,SWE,Sweden,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.1
1941,CHE,Switzerland,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.3
1942,TUR,Türkiye,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.0
1943,GBR,United Kingdom,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.2
1944,USA,United States,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,6.0
1945,BRA,Brazil,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,19.0
1946,CHL,Chile,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.4
1947,EST,Estonia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.9
1948,ISR,Israel,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.5
1949,LVA,Latvia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,3.7
1950,RUS,Russia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,4.8
1951,SVN,Slovenia,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,0.4
1952,ZAF,South Africa,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,13.7
1953,OECD,OECD - Total,PS_REPH,Homicide rate,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.6
1954,AUS,Australia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.3
1955,AUT,Austria,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.5
1956,BEL,Belgium,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.4
1957,CAN,Canada,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.8
1958,CZE,Czech Republic,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.8
1959,DNK,Denmark,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.7
1960,FIN,Finland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.8
1961,FRA,France,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.6
1962,DEU,Germany,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.4
1963,GRC,Greece,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.6
1964,HUN,Hungary,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.1
1965,ISL,Iceland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.5
1966,IRL,Ireland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.8
1967,ITA,Italy,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.7
1968,JPN,Japan,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.2
1969,KOR,Korea,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.9
1970,LUX,Luxembourg,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.3
1971,MEX,Mexico,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,50.5
1972,NLD,Netherlands,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.8
1973,NZL,New Zealand,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.6
1974,NOR,Norway,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.7
1975,POL,Poland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.8
1976,PRT,Portugal,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.0
1977,SVK,Slovak Republic,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.0
1978,ESP,Spain,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.9
1979,SWE,Sweden,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.5
1980,CHE,Switzerland,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.4
1981,TUR,Türkiye,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,1.5
1982,GBR,United Kingdom,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.2
1983,USA,United States,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,9.5
1984,BRA,Brazil,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,35.5
1985,CHL,Chile,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,4.2
1986,EST,Estonia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,3.1
1987,ISR,Israel,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,2.4
1988,LVA,Latvia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,5.8
1989,RUS,Russia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,7.7
1990,SVN,Slovenia,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,0.5
1991,ZAF,South Africa,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,24.7
1992,OECD,OECD - Total,PS_REPH,Homicide rate,L,Value,MN,Men,RATIO,Ratio,0,Units,4.4
1993,AUS,Australia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.6
1994,AUT,Austria,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.5
1995,BEL,Belgium,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.8
1996,CAN,Canada,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.7
1997,CZE,Czech Republic,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.6
1998,DNK,Denmark,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.4
1999,FIN,Finland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.7
2000,FRA,France,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.3
2001,DEU,Germany,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.3
2002,GRC,Greece,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.4
2003,HUN,Hungary,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.7
2004,ISL,Iceland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,1.2
2005,IRL,Ireland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.1
2006,ITA,Italy,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.3
2007,JPN,Japan,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.2
2008,KOR,Korea,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.7
2009,LUX,Luxembourg,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.2
2010,MEX,Mexico,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,5.5
2011,NLD,Netherlands,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.4
2012,NZL,New Zealand,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,1.0
2013,NOR,Norway,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.5
2014,POL,Poland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.3
2015,PRT,Portugal,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.4
2016,SVK,Slovak Republic,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.6
2017,ESP,Spain,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.5
2018,SWE,Sweden,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.5
2019,CHE,Switzerland,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.3
2020,TUR,Türkiye,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.5
2021,GBR,United Kingdom,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.1
2022,USA,United States,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,2.5
2023,BRA,Brazil,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,3.3
2024,CHL,Chile,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.7
2025,EST,Estonia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.6
2026,ISR,Israel,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.7
2027,LVA,Latvia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,1.9
2028,RUS,Russia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,2.2
2029,SVN,Slovenia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.3
2030,ZAF,South Africa,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,3.6
2031,OECD,OECD - Total,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0,Units,0.9
2032,AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,12.5
2033,AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,5.3
2034,BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.3
2035,CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,3.3
2036,CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.5
2037,DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.1
2038,FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,3.6
2039,FRA,France,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,7.7
2040,DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,3.9
2041,GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.5
2042,HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.5
2043,ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,11.7
2044,IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.7
2045,ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,3.3
2046,LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,2.8
2047,MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,27.0
2048,NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,0.3
2049,NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,14.0
2050,NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.4
2051,POL,Poland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.2
2052,PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,5.6
2053,SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.2
2054,ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,2.5
2055,SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,0.9
2056,CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,0.4
2057,TUR,Türkiye,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,25.0
2058,GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,10.8
2059,USA,United States,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,10.4
2060,BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,5.6
2061,CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,7.7
2062,EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,2.2
2063,ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,14.1
2064,LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.6
2065,RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,0.1
2066,SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,5.6
2067,ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,15.4
2068,OECD,OECD - Total,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,10.2
2069,AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,18.5
2070,AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,8.1
2071,BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,5.8
2072,CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,5.3
2073,CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,6.7
2074,DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,2.1
2075,FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,5.2
2076,FRA,France,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,10.2
2077,DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,5.7
2078,GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,6.1
2079,HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,2.0
2080,ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,17.9
2081,IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,7.8
2082,ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,4.3
2083,LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,3.4
2084,MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,33.0
2085,NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,0.6
2086,NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,19.3
2087,NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,2.1
2088,POL,Poland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,6.7
2089,PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,8.1
2090,SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,6.1
2091,ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,3.5
2092,SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,1.3
2093,CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,0.4
2094,TUR,Türkiye,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,27.2
2095,GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,15.3
2096,USA,United States,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,13.9
2097,BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,7.3
2098,CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,9.6
2099,EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,3.0
2100,ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,21.5
2101,LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,2.4
2102,RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,0.2
2103,SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,7.9
2104,ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,19.7
2105,OECD,OECD - Total,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,13.8
2106,AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,6.1
2107,AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.4
2108,BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.6
2109,CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,1.2
2110,CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.0
2111,DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.1
2112,FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.1
