,Unnamed: 0,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
1814,1814,JPN,Japan,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.3
1815,1815,KOR,Korea,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.2
1816,1816,LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.4
1817,1817,MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,5.6
1818,1818,NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.4
1819,1819,NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.4
1820,1820,NOR,Norway,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.3
1821,1821,POL,Poland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.0
1822,1822,PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,5.6
1823,1823,SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.6
1824,1824,ESP,Spain,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.6
1825,1825,SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.3
1826,1826,CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.5
1827,1827,TUR,Türkiye,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,5.4
1828,1828,GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.9
1829,1829,USA,United States,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.1
1830,1830,BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.0
1831,1831,CHL,Chile,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.1
1832,1832,EST,Estonia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.6
1833,1833,ISR,Israel,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,7.2
1834,1834,LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.2
1835,1835,RUS,Russia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,5.6
1836,1836,SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.4
1837,1837,ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,5.0
1839,1839,AUS,Australia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.4
1840,1840,AUT,Austria,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.6
1841,1841,BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.2
1842,1842,CAN,Canada,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.3
1843,1843,CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.6
1844,1844,DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.6
1845,1845,FIN,Finland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,8.5
1846,1846,FRA,France,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.0
1847,1847,DEU,Germany,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.8
1848,1848,GRC,Greece,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.5
1849,1849,HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.9
1850,1850,ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.8
1851,1851,IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.3
1852,1852,ITA,Italy,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.1
1853,1853,JPN,Japan,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.5
1854,1854,KOR,Korea,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.3
1855,1855,LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.8
1856,1856,MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.0
1857,1857,NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.8
1858,1858,NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.3
1859,1859,NOR,Norway,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.4
1860,1860,POL,Poland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.6
1861,1861,PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.7
1862,1862,SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.9
1863,1863,ESP,Spain,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.1
1864,1864,SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.6
1865,1865,CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.6
1866,1866,TUR,Türkiye,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,5.8
1867,1867,GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.2
1868,1868,USA,United States,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.5
1869,1869,BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.9
1870,1870,CHL,Chile,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.9
1871,1871,EST,Estonia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.0
1872,1872,ISR,Israel,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.5
1873,1873,LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,6.6
1874,1874,RUS,Russia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,5.9
1875,1875,ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,5.6
1877,1877,AUS,Australia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.0
1878,1878,AUT,Austria,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1879,1879,BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1880,1880,CAN,Canada,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.9
1881,1881,CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.9
1882,1882,DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.5
1883,1883,FIN,Finland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.9
1884,1884,FRA,France,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1885,1885,DEU,Germany,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1886,1886,GRC,Greece,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,5.7
1887,1887,HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.0
1888,1888,IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.0
1889,1889,ITA,Italy,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1890,1890,JPN,Japan,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.1
1891,1891,KOR,Korea,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,5.5
1892,1892,LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.3
1893,1893,MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.2
1894,1894,NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.4
1895,1895,NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1896,1896,NOR,Norway,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1897,1897,POL,Poland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.0
1898,1898,PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.0
1899,1899,SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.4
1900,1900,ESP,Spain,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1901,1901,SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1902,1902,CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.4
1903,1903,TUR,Türkiye,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,4.8
1904,1904,GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.7
1905,1905,USA,United States,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.9
1906,1906,BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.4
1907,1907,CHL,Chile,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.1
1908,1908,EST,Estonia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.1
1909,1909,ISR,Israel,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,7.2
1910,1910,LVA,Latvia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.0
1911,1911,RUS,Russia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,5.3
1912,1912,SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.5
1913,1913,ZAF,South Africa,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,4.9
2032,2032,AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,12.5
2033,2033,AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,5.3
2034,2034,BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.3
2035,2035,CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,3.3
2036,2036,CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.5
2037,2037,DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.1
2038,2038,FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,3.6
2039,2039,FRA,France,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,7.7
2040,2040,DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,3.9
2041,2041,GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.5
2042,2042,HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.5
2043,2043,ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,11.7
2044,2044,IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.7
2045,2045,ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,3.3
2046,2046,LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,2.8
2047,2047,MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,27.0
2048,2048,NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,0.3
2049,2049,NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,14.0
2050,2050,NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.4
2051,2051,POL,Poland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.2
2052,2052,PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,5.6
2053,2053,SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,4.2
2054,2054,ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,2.5
2055,2055,SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,0.9
2056,2056,CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,0.4
2057,2057,TUR,Türkiye,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,25.0
2058,2058,GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,10.8
2059,2059,USA,United States,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,10.4
2060,2060,BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,5.6
2061,2061,CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,7.7
2062,2062,EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,2.2
2063,2063,ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,14.1
2064,2064,LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.6
2065,2065,RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,0.1
2066,2066,SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,5.6
2067,2067,ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,15.4
2069,2069,AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,18.5
2070,2070,AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,8.1
2071,2071,BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,5.8
2072,2072,CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,5.3
2073,2073,CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,6.7
2074,2074,DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,2.1
2075,2075,FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,5.2
2076,2076,FRA,France,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,10.2
2077,2077,DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,5.7
2078,2078,GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,6.1
2079,2079,HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,2.0
2080,2080,ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,17.9
2081,2081,IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,7.8
2082,2082,ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,4.3
2083,2083,LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,3.4
2084,2084,MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,33.0
2085,2085,NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,0.6
2086,2086,NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,19.3
2087,2087,NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,2.1
2088,2088,POL,Poland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,6.7
2089,2089,PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,8.1
2090,2090,SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,6.1
2091,2091,ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,3.5
2092,2092,SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,1.3
2093,2093,CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,0.4
2094,2094,TUR,Türkiye,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,27.2
2095,2095,GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,15.3
2096,2096,USA,United States,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,13.9
2097,2097,BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,7.3
2098,2098,CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,9.6
2099,2099,EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,3.0
2100,2100,ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,21.5
2101,2101,LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,2.4
2102,2102,RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,0.2
2103,2103,SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,7.9
2104,2104,ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,19.7
2106,2106,AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,6.1
2107,2107,AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.4
2108,2108,BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.6
2109,2109,CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,1.2
2110,2110,CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.0
2111,2111,DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.1
2112,2112,FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.1
2113,2113,FRA,France,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,5.2
2114,2114,DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,1.8
2115,2115,GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.5
2116,2116,HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.9
2117,2117,ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,5.0
2118,2118,IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,1.7
2119,2119,ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.2
2120,2120,LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.0
2121,2121,MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,17.4
2122,2122,NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.1
2123,2123,NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,8.6
2124,2124,NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.6
2125,2125,POL,Poland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,1.3
2126,2126,PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,3.3
2127,2127,SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.0
2128,2128,ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,1.4
2129,2129,SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.5
2130,2130,CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.3
2131,2131,TUR,Türkiye,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,20.1
2132,2132,GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,6.3
2133,2133,USA,United States,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,6.6
2134,2134,BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,3.6
2135,2135,CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,5.0
2136,2136,EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,1.4
2137,2137,ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,6.8
2138,2138,LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,1.0
2139,2139,RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.1
2140,2140,SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,2.9
2141,2141,ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,10.4
2143,2143,AUS,Australia,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.36
2144,2144,AUT,Austria,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.51
2145,2145,BEL,Belgium,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,15.52
2146,2146,CAN,Canada,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.57
2147,2147,FIN,Finland,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,15.17
2148,2148,FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,16.2
2149,2149,DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,15.62
2150,2150,GRC,Greece,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,15.03
2151,2151,HUN,Hungary,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,15.08
2152,2152,IRL,Ireland,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.54
2153,2153,ITA,Italy,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,16.47
2154,2154,JPN,Japan,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.1
2155,2155,KOR,Korea,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.83
2156,2156,NLD,Netherlands,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,15.45
2157,2157,NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.87
2158,2158,NOR,Norway,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,15.67
2159,2159,POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.68
2160,2160,ESP,Spain,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,15.75
2161,2161,TUR,Türkiye,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.61
